,category,text
1764,жалоба на продукты услуги bankname,акц комфортел num регион город москва населенный пункт г москва вопрос клиента клиентом была погашена задолность по кредитной bankname карте на остальные счета клиентов наложен арест
1765,многозвонящий клиент,акц комфортел num многозвонящий клиент омск на name num name num name num хамство name num name отказалась поощрения name num рублей заблокирована симка мегафона и билайна
1766,смс рассылка,акц аудиотеле num со слов клиента приходят смс оповещения услуга не выполнена т к нужно подключить автоплатеж я прошу отключить данные смс оповещения на номер num
1767,жалоба,добрый день на жалобу num от date пришел от вас ответ хотелось бы уточнить когда будет осуществлен телефонный звонок уполномоченным сотрудником какие реальные сроки
1768,жалоба на продукты услуги bankname,акц комфортел num регион город санкт петербург населенный пункт санкт петербург вопрос клиента в ус не настроина оплата гос пошлины примите меры по устранению name проблемы
1769,смс рассылка,я проживаю в name обл г шуя п филино мне уже два раза на номер num поступают смс с номера num с напоминанием о дате погашения кредита третьего лица обращаются к name name прошу убрать мой номер name name смс рассылки
1770,смс рассылка,акц ик num клиенту поступают сообщения с номера num о предложениях bankname обращаются к name name сообщения приходят на номер num просьба разобраться
1771,розыск всп,клиенту обратился по месту введения счета г москва ул петровка д 17 хочет получить перевыпущенную карту клиент обратился date данный офис закрыт клиент хочет узнать куда обращаться за картой
1772,возврат денежных средств,к моей карте номер num был подключен мобильный bankname на номер num данную услугу я не заказывал и не подключал прошу вернуть деньги на карту за обслуживание мобильного bankname
1773,отключение рекламных рассылок,акц комфортел num номер на который поступают звонки num номер с которого поступают звонки num вопрос клиента прекратить звонки от bankname с предложением по оформлению продуктов bankname
1774,статус исполнительного документа,акц комфортел num всп bankname в котором ведется счет город липецк улица доватора 1 карты счета вклада num дата подачи документов на снятие наложение ареста date вопрос клиента статус исполнительного документа
1775,не работает bankname,акц ик num клиент хочет оставить жалобу на неработоспособность bankname в ямало немецкий автономный округ поселок тазовский улица name находится в магазине
1776,обслуживание,клиент хотел внести денежные средства через кассу но кассир ушёл на обед name name клиента просят пройти в разные окна но они все заняты ростов на дону
1777,вопрос,добрый день подскажите пожалуйста могу ли я снять доллар сша с карты bankname россии открытой в украине в москве и если да то какие есть ограничения на обналичивание
1778,bankname онлайн,здравствуйте в связи с заменой name карты но с сохранением прежнего номера не могу зайти в bankname онлайн в контактном центре в помощи отказывают так как я не помню кодовое слово как быть в name ситуации
1779,общие обращения,акц аудиотеле num клиент жалуется на то что ей звонят name бизнес актив коллекш по поводу выбивания name тех людей которых не знает просит исключить ее номер
1780,обслуживание,акц ик num клиент звонит в отделение bankname в г москва по номеру num доп num не берут трубку или постоянно сбрасывают это происходит каждый день в течение длительного времени
1781,жалоба,приходят некорректные смс оповещения приходят старая смс а текущая не приходит при оплате картой приходит смс которая была несколько месяцев назад отрегулируйте пожалуйста смс оповещение
1782,жалоба,акц ик num обращается клиент с информацией что в отделение bankname num установлен bankname который уже неделю не работает на принятие наличных просьба решить данный вопрос
1783,жалоба,не работают bankname за последние полгода не было такого чтоб просто подошел к одному bankname и получил деньги или очередь большая или он не работает и надо искать рабочий
1784,отключение рекламных рассылок,акц комфортел num номер на который поступают звонки num номер с которого поступают звонки num вопрос клиента поступают звони о просроченной задолжности на 3е лицо
1785,отключение рекламных рассылок,акц комфортел num номер на который поступают звонки num номер с которого поступают звонки num вопрос клиента не хочет чтобы поступали звонки и предлагали услуги
1786,жалоба связана с услугой bankname онлайн,акц комфортел num регион name область населенный пункт рязань вопрос клиента чтобы был указан корректный баланс в личным кабинете при аресте денежных средств
1787,жалоба на продукты услуги bankname,акц комфортел num регион город санкт петербург населенный пункт санкт петербург вопрос клиента как возместить средства за не оказанную услугу перевода колибри перевод не был получен даже в течении часа
1788,общие обращения,акц комфортел num адрес эл почты с которого поступило сообщение адрес эл почты на который поступило сообщение email текст письма приходит отчет по кредитной карте вопрос клиента клиент просит отключить данный отчет
1789,вопрос по материальной экономической выгоде,акц комфортел num name материальной экономической выгоды num номер всп направившего уведомление не указан краткое содержание письма налоговая выгода вопрос клиента за что платить налог
1790,консультация,не найдена подходящая тематика здравствуйте я планирую переехать на постоянное место жительство в крым г симферополь есть ли отделения bankname в крыму
1791,смс рассылка,акц ик num клиенту поступают смс сообщения с просьбой внести платеж по кредиту на номер телефона num адресованные другому лицу у клиента задолженностей не имеется
1792,претензия,здравствуйте по моему ипотечному кредиту num от date г образовалась просрочка платежей по процентам сбой в программе полное описание вопроса в приложении
1793,жалоба,прошу снять ограничение на совершение расходных операций по моей кредитной карте num номер кредитного договора tr от date в данный момент задолженности по оплате не имею
1794,жалоба на продукты услуги bankname,акц комфортел num регион свердловская область населенный пункт екатеринбург вопрос клиента если нет прописки в паспорте дс с моего счета могут мне ввыдать или нет
1795,получение информации,моя мама инвалид 1 группы парализована после инсульта получает пенсию на карту bankname срок действия карты истекает через пару месяцев может ли bankname доставить новую карту на дом инвалиду как осуществить
1796,жалоба на продукты услуги bankname,акц комфортел num регион name область населенный пункт г name вопрос клиента с декабря приходят письма на почтовый адрес на имя 3го лица не проживающего в этой квартире
1797,причина кто наложил арест,акц комфортел num всп bankname в котором ведется счет санк петербург шоссе революции 37 корп 1 карты счета вклада num num вопрос клиента причина кто наложил арест
1798,претензия,акц ик num деревня гарболово всеволожский район ленинградская область отделение num не работает примерно с date без объяснения причин никаких объявлений не было указано
1799,консультация,за неделю пребывания в москве смогут ли мне оформить дебетовую карту т к срок действия старой заканчивается в июле но я в это время не смогу приехать в россию чтобы получить перевыпущенную
1800,кредитная карта,здравствуйте я так и не получила ответа на мою претензию звонили name bankname и сказали что подают на меня в суд я распечатала все ваши невнятные ответы может в суде что прояснится
1801,жалоба на продукты услуги bankname,акц комфортел num регион республика дагестан населенный пункт махачкала вопрос клиента клиента не устраивает сумма коммисий за перевод клиенту bankname через bankname онлайн
1802,bankname онлайн,добрый день у меня есть bankname счёт num открытый в кировском осб num каким образом я могу воспользоваться услугой bankname онлайн для контроля и управления данным счётом не имея bankname карты
1803,кредит,по кк информация предоставлена необх ответ по кредиту доброго времени суток возможно ли получение кредита на зарплатную карту с льготным периодом кредитования
1804,претензия,нахожусь в камбодже в г сием name не могу войти в bankname онлайн не приходит смс на телефон мтс нужно сделать перевод tr в путешествии создает огромные проблемы подскажите решение с уважением name
1805,жалоба связана с услугой мобильный bankname,акц комфортел num регион республика дагестан населенный пункт кизилюрт вопрос клиента жалоба на услугу мобильный bankname клиент не знал что данная услуга платна
1806,претензия,на электронную почту пришла рассылка на приобретение онлайн кассы эвотор обращались с города краснодар клиент находится в городе ростов на дону предоставили неверную информацию о покупке онлайн кассы эвотор
1807,консультация,расскажите пожалуйста про программу аижк какие условия у меня нет иждивенцев будут ли меняться условия существующего кредитного договора и обязательно ли нужна выписка егрп номер договора num
1808,кредитная карта,я name name name прошу вас возобновить работу моей кредитной карты num так как хотел бы в дальнейшем пользоваться name карты и обязуюсь своевременно оплачивать кредит
1809,кредит,здравствуйте подскажите пожалуйста я хотела взять кредит в размере num но у меня уже есть кредит в другом bankname в размере num смогу ли я получить второй
1810,жалоба,акц аудиотеле num со слов клиента пришло смс с номера num с текстом об увеличении кредитного лимита на num рублей клиент не доволен тем что кредитный лимит мог увеличиться без его ведома в случае если бы он не ответил
1811,жалоба связана с услугой bankname онлайн,акц комфортел num регион name область населенный пункт name вопрос клиента оплата телефона приходит смс сообщение с просьбой подтветвердить ранее подобного не происходило
1812,жалоба на продукты услуги bankname,акц комфортел num регион ставропольский край населенный пункт г минеральные воды вопрос клиента когда перестанут смс сообщения по предложениям по кредитам
1813,вопрос,добрый день по какой то причине мне перестали приходить оповещения на name карту при входе в bankname онлайн я нахожусь за границей не могли бы вы мне помощь дистанционно
1814,вопрос,скажите пожалуйста могут ли мне делать денежные переводы на карту bankname как с нее снимать переводы если она просто служит как электронная подпись а перечисления идут на bankname
1815,перевыпуск карты,истекает срок действия карты когда и в каком отделении можно будет получить новую карту и возможно ли получить взамен карту с возможностью бесконтактной оплаты сейчас карта обычная
1816,жалоба,весь вечер сегодняшнего дня не могу зайти в мобильное приложение bankname онлайн смс о выполненном входе приходит но зайти в приложение не получается и выдаёт ошибку
1817,bankname,добрый день я хотела узнать очень давно на мою фио был открыт счет bankname книжка какое то время она была у меня но потом я ее потеряла и забыла про нее хотелось бы знать возможно ли узнать что с счетом сейчас и закрыть его
1818,получение информации,скажите пожалуйста что общего в списаниях с моей карты обращение num num num в пользу tr tr 1 и tr tr а именно почему я не могу получить квитанцию на них
1819,жалоба на продукты услуги bankname,акц комфортел num регион город санкт петербург населенный пункт санкт петербург вопрос клиента поступают звонки от менеджеров по предложению кредитных карт ответ выслать по смс сообщению
1820,перевыпуск карты,добрый день истекает срок действия карты num последние цифры карты num в bankname онлайн не нашел как можно перевыпустить карту такого пункта в меню карты нету куда мне обратиться чтоб перевыпустить карту
1821,жалоба на недозвон в урпзфл,акц комфортел num номер телефона на который обращался клиент num номер телефона с которого звонил клиент num вопрос клиента num num num телефоны не обслуживаются
1822,отключение рекламных рассылок,акц комфортел num территориальный bankname западно сибирский bankname телефона отправителя смс уведомления num телефона на который поступило смс num вопрос клиента отключить все рекламные рассылки от bankname
1823,смс рассылка,акц аудио теле акц со слов клиента приходят сообщения с номера num что наложен арест на счета и на вклады вопрос с судебными приставами урегулирован но сообщения до сих пор приходят и необходимо приостановить смс рассылку
1824,отключение рекламных рассылок,акц комфортел num территориальный bankname name bankname телефона отправителя смс уведомления num телефона на который поступило смс num вопрос клиента клиент просит отключить рекламную рассылку с предложениями от bankname
1825,bankname,акц аудиотеле num обращается клиент name города барабинска просит чтобы поставили bankname в северной части города так как bankname котрые находятся в name части города не достаточно
1826,отключение рекламных рассылок,акц комфортел num адрес клиента краснодар фио адресата улю 51 линия 61 адрес отправителя tr прю name 22 содержание полученного письма по задолжности вопрос клиента на чужое имя name дюв
1827,претензия,с моей карты был произведен платеж в счет оплаты штрафа гибдд я не согласен со списанием так как штраф мною был оплачен ранее другим способом прошу вернуть деньги которые были списаны по услуги автоплатеж
1828,смс рассылка,мобильного телефона клиента в случае получения смс уведомления num телефона отправителя смс уведомления оригинальный текст смс num дата время поступления смс date клиенту не нравится форма смс сообщения о автоплатежах
1829,жалоба на продукты услуги bankname,акц комфортел num регион name область населенный пункт г щербинко ул 40 лет октября вопрос клиента отказали по оплате квитанции таккак нет штрих name и сотрудники всп сказали что это долго и у них нет времени на это
1830,ипотека,добрый день выдает ли bankname ипотеку на апартаменты распространяется ли акция на новостройки для покупки апартаментов в городе екатеринбурге по договору переуступки
1831,перевыпуск карты,добрый день у меня 03 num заканчивается срок действия текущей карты подскажите пожалуйста готова ли name карта и в каком отделении я могу ее получить я name name name последние 4 цифры моей текущей карты num спасибо
1832,жалоба,сотрудник некорректно со мной разговаривал номер num клиент попросил перевести на старшего при запросе фио составляйте жалобу на себя только произнес name name но по процедуре перевести на старшего мне надо было его полностью фио
1833,жалоба на продукты услуги bankname,акц комфортел num регион оренбургская область населенный пункт орск вопрос клиента приобрели name карту постоянно поступают звонки от bankname о задолженности на имя другого человека ответ по телефону
1834,обслуживание,name область город name улица мехалевича 39 с num клиент находится в офисе bankname и не может получить должного обслуживания по талону не было вызова
1835,жалоба на продукты услуги bankname,акц комфортел num регион приморский край населенный пункт с сергеевка вопрос клиента поступают звонки от bankname розыскиваю name name name по кредиту не устаевает что поступают даные звонки num
1836,получение информации,необходимы реквизиты структурного подразделения num находящегося по адресу г саранск проспект 60 лет октября 83 по которым можно направить запрос name другого региона о наличии денежных средств на счете
1837,жалоба на продукты услуги bankname,акц комфортел num регион город москва населенный пункт г москва вопрос клиента ус не работает по адресу 5 й name проезд номер ус num выдача наличных не производится
1838,отключение рекламных рассылок,акц комфортел num территориальный bankname северо западный bankname телефона отправителя смс уведомления num телефона на который поступило смс num вопрос клиента отключение рекламной смс рассылки от bankname
1839,претензия,добрый день повторно прошу удалить ложную информацию name моего личного кабинета о name имеющихся у меня активных кредитах мое обращение num от date не выполнено
1840,отключение рекламных рассылок,акц комфортел num номер на который поступают звонки num номер с которого поступают звонки num вопрос клиента жалоба на многократные звонки по поводу рекламной продукции
1841,возврат денежных средств,19 декабря num года в магазине перекресток по моей карте num при покупке произошло тройное списание суммы num рублей прошу вернуть мне сумму num рублей
1842,жалоба,информация об арестах за date четыре ареста за подписью name е а были сняты и отменены еще в 15 году а они числятся в интернете этих name нет а они числятся как так я уже подавал на это жалобу а они числятся как так
1843,многозвонящий клиент,акц комфортел num многозвонящий клиент омск клиент несколько раз составлял обращение с клиентом связываются он не успевает ответить просит перезвонить еще раз
1844,bankname,акц ик num в республике бурятия г улан удэ ул name 24а после приезда инкассатолров третий день не работает bankname клиенты bankname не могут снимать и вносить наличные денежные средства
1845,претензия,добрый день ситуацию изложил во вложенном файле чек подтверждающий выполнение операции искрении верю в вашу помощь и прошу вас помочь мне в решении name ситуации номер моей карты num tr tr num
1846,мобильный bankname,здравствуйте вчера получил переизданную карту маэстро в bankname подтвердил номер телефона для пользования bankname онлайн прошли сутки смс для входа в онлайн не приходят в чем причина номер карты num
1847,bankname онлайн,здравствуйте не получается зайти в bankname онлайн ввожу name и пароль выходит name с подтверждением по смс а на телефон смс не приходит раньше смс приходило а сейчас не приходит
1848,жалоба,повторно спрашиваю я нахожусь в беларуси как мне узнать остаток на карте ваш так называемый круглосуточный телефон не работает как на него позвонить из_за границы
1849,вопрос,добрый день подскажите пожалуйста как поступить если счет закрыт а были ошибочно переведены денежные средства с фирмы которая в свою очередь тоже закрыла расчетный счет куда обратиться
1850,отключение рекламных рассылок,акц комфортел num номер на который поступают звонки num номер с которого поступают звонки num вопрос клиента достали звонки от bankname также отвязать от name и рассылок этот номер num
1851,кредитная карта,здравствуйте в отделении bankname отказали в продлении кредитной карты у меня на ней долг и я не имею возможности постоянно приезжать в bankname и оплачивать долг и как мне теперь оплачивать кредит
1852,отключение рекламных рассылок,акц комфортел num территориальный bankname западно сибирский bankname телефона отправителя смс уведомления num телефона на который поступило смс num дата время поступления смс date time вопрос клиента отключение смс
1853,bankname,date г bankname в отделении bankname по улице name в городе каспийск весь день не работал пришлось объездить весь город в поисках работающего bankname легче избавиться от карты bankname чем устраивать эти поиски bankname
1854,многозвонящий клиент,акц комфортел num многозвонящий клиент омск у меня заблокировали карту ранее не знает по какой причине специалист с номером num отказала клиенту в данном вопросе
1855,консультация,как можно закрыть кредитную карту сб без долга если отделение сб где карта была открыта закрылось срок действия карты также истек адрес отделения num name область г красногорск ул речная 20 корпус 2
1856,мобильный bankname,почему стоимость мобильного bankname увеличилась предоставьте мне объяснения иначе этим вопросом займется прокуратура я не видел не какого договора не кто меня не предупреждал
1857,ипотека,добрый день date года сдала пакет документов по ипотеке на приобретение земельного участка в отделении bankname сказали что ответ о принятии решения в течении num дней ответа до сих пор нет очень переживаю спасибо
1858,статус исполнительного документа,акц комфортел num всп bankname в котором ведется счет num карты счета вклада num дата подачи документов на снятие наложение ареста date вопрос клиента снят ли арест с карты
1859,жалоба,корректировка данных клиента проведена необходимо предоставить ответ по качеству обращение клиента во вложении адрес отделения юго западный bankname таганрогское отделение name обл г таганрог ул name д 39 7 марта с num до num
1860,претензия,16 февраля мне было отказано в выдаче перевыпущенной дебетовой карты взамен карты num карта num заблокирована несмотря на срок действия прошу принять меры к менеджеру миндиной name name
1861,не работает bankname,добрый день в bankname не работают кнопки набора пин кода bankname находится по адресу ленинский проспект дом 65 корпус 1 ргу нефти и газа 15 марта num года time
1862,жалоба связана с услугой мобильный bankname,акц комфортел num регион краснодарский край населенный пункт геленджик вопрос клиента опаздание в доставке смс оповещания проблема связана с инцедентом когда его устронят
1863,претензии на доп офис,акц комфортел num субъект федерации республика татарстан населенный пункт г альметьевск улица улица name дом num дата и время произошедшей ситуации обращения в всп date
1864,многозвонящий клиент,акц комфортел num многозвонящий клиент волгоград клиент сообщил что оплату по кредиту внесет только после того когда bankname вернет сумму в размере num рублей
1865,возврат денежных средств,с моей карты которая сейчас заблокирована сайт tr tr в конце февраля и date примерно в 18 30 снял деньги без моего согласия прошу вернуть средства на новую карту
1866,обслуживание,акц ик num краснодарский край г тимошевск ул name tr name отвечала по тел num клиент name name тел num попросил идентифицыровать но она отказалась с сылаясь на то что он может оставить жалобу
1867,перевыпуск карты,спасибо за ответ все понятно а если до конца действия карты осталось менее месяца в частности срок заканчивается 04 num г можно ли перевыпустить карту num в другом регионе в моем случае в московском спасибо
1868,жалоба на продукты услуги bankname,акц комфортел num регион город москва населенный пункт москва вопрос клиента с карты списаны расходы на овердрафт прошу устранить ошибку и вернуть удержанные денежные средства
1869,жалоба,акц нужна была срочно определенная сумма в конкретное время bankname не выдал теперь нужно обратно ждать деньги в течении 24 name на каком основании происходит подобное
1870,консультация,здравствуйте интересует возможно ли взять ипотеку под строительство дома если имеется участок в аренде на 49 лет сельскохозяйственного назначения арендуемого под строительство дачного дома разрешение на строительство есть
1871,жалоба на продукты услуги bankname,акц комфортел num регион город москва населенный пункт москва вопрос клиента наладить работу терминала по ул булатниковская д 2а в торговом центре бирюза
1872,ипотека,здравствуйте можно ли получить кредит на строительство частного дома готовность дома 50 в г челябинске под залог земельного участка на котором расположен дом
1873,вопрос,добрый день обладаю дебетовой картой bankname срок действия карты заканчивается 07 17 в данный момент не нахожусь на территории рф каким способом я могу получить новую карту
1874,возврат денежных средств,date был перечислен платеж num р оплата за московские парковки платеж по bankname прошел а на счет не поступил парковка привязана к м т num прошу вернуть денежный средства назад на карту
1875,кредит,есть кредитная карта хочу её закрыть так как платить не удобно по срокам зарплата была перенесена на другое число и процентная ставка не устраивает могу ли я взять кредит чтоб закрыть кредитную карту и чтоб ещё остались наличные
1876,ипотека,здравствуйте имеется ипотека в вашем bankname молодая семья когда брал ипотеку сказали что при рождении второго ребенка ставка по ипотеки пересчитается в меньшую сторону хотелось бы узнать так ли это
1877,жалоба на продукты услуги bankname,акц комфортел num регион алтайский край населенный пункт село name вопрос клиента клиент интересуется почему в селе name находиться только один терминал самооубслуживания
1878,неработоспособность ус,акц аудиотеле num name улица name цепкин дом 25 а тц алые паруса ус num ус не работает месяц со слов клиента приезжали специалисты но ситуацию не решили
1879,вопрос,добрый день случайно перепутал номер карты и отправил деньги неизвестному человеку вопрос можно ли эти деньги вернуть иным способом если получатель не хочет их возвращать num
1880,жалоба,добрый вечер сегодня пытался пополнить карту филиалы были уже закрыты не смог найти по городу bankname который принимал бы купюры то не работает то полный что вообще с вами творится
1881,жалоба,8 лет я клиент bankname куча кредитов погашены без проблем все 8 лет получаю хорошую зарплату пришёл брать потреб кредит мне вкатили 21процент максимальный спасибо за лояльность к клиентам отвратительно вы поступаете
1882,кредит,пришло письмо по адресу мос обл мытищинский район пос name ул советская д7 кв70 на имя name name name что у неё долг по кредиту name name name скончалась 27 июня num года
1883,статус исполнительного документа,акц комфортел num всп bankname в котором ведется счет площадь name карты счета вклада num num дата подачи документов на снятие наложение ареста date вопрос клиента статус исполнительного документа
1884,жалоба связана с услугой мобильный bankname,акц комфортел num регион город санкт петербург населенный пункт санкт петербург вопрос клиента клиента не устраивает что не приходит смс о снятии денежных средств за годовое обслуживание
1885,жалоба,у меня прошел суд по просроченным кредитам суд вынес решения и расторгнул с вами договор но вы продолжаете мне звонить каждый день по 5 раз на дню я плачу судебным приставам на каком основании буду вынуждена обратится в прокуратуру
1886,причина кто наложил арест,акц комфортел num всп bankname в котором ведется счет москва яселевая 30 карты счета вклада num дата подачи документов на снятие наложение ареста date вопрос клиента причина кто наложил арест
1887,мобильный bankname,здравствуйте извините пожалуйста к мой bankname карте привязаны два номера мобильных я хочу отключить один это num так как он мне больше не нужен как это сделать
